FIGURA;TITULO;ORDEM;CAMPO;DESCRICAO
COE001024;COE001024 - Put KIKO;4;Tipo de Cotação para Verificação de Barreiras no Cenário de Baixa;Campo de preenchimento obrigatório. Não preencher se a “Classe do Ativo Subjacente” for igual a “CESTA”. Indicação de qual será a cotação a ser considerada. Campo com as opções: Fechamento, Média, Máximo, Mínimo e Ajuste.
COE001024;COE001024 - Put KIKO;5;Período de captura do ativo subjacente para liquidação;Campo de preenchimento obrigatório. Campo com as opções: Data Única, Janela de Datas e Mais Datas. Indica como será formado o fixing no vencimento. Caso o ativo subjacente seja uma Cesta,não é permitido selecionar a opção “Janela de Datas” Se indicado Janela de Datas ou Mais Datas, será obrigatório o preenchimento do campo “Tipo de Fixing para Vencimento”. Caso seja indicado “Mais Datas” as datas serão indicadas na seção “Mais Datas”.
COE001024;COE001024 - Put KIKO;6;Data inicial para fixing;"Campo de preenchimento obrigatório, se indicado ""Janela de datas"". É possível escolher uma data maior ou igual à “Data de Emissão” (ou “Emissão a Termo”), e menor que “Data Final para Fixing”. Formato: DD/MM/AAAA. Não preencher se a “Classe do Ativo Subjacente” for igual a “CESTA”."
COE001024;COE001024 - Put KIKO;7;Data final para fixing;"Campo de preenchimento obrigatório, se indicado ""Janela de datas"". Esta data deve ser posterior à indicada no campo “Data Inicial para Fixing”, sendo que o prazo máximo de dias entre a “Data Final para Fixing” e o vencimento é de 5 dias úteis e o prazo mínimo entre estas datas é 1 dia útil. Formato: DD/MM/AAAA. Não preencher se a “Classe do Ativo Subjacente” for igual a “CESTA”."
COE001024;COE001024 - Put KIKO;8;Data para fixing;"Campo de preenchimento obrigatório, se indicado ""Data única"". Formato: DD/MM/AAAA. Não preencher se a “Classe do Ativo Subjacente” for igual a “CESTA”."
COE001024;COE001024 - Put KIKO;9;Tipo de Cotação para Liquidação;Campo de preenchimento obrigatório. Não preencher se a “Classe do Ativo Subjacente” for igual a “CESTA”. Indicação de qual será a cotação a ser considerada na liquidação da operação. Campo com as opções: Fechamento, Média, Máximo, Mínimo e Ajuste.
COE001024;COE001024 - Put KIKO;10;Barreira KI;Campo de preenchimento obrigatório. Campo percentual aplicado sobre o valor inicial do Ativo Subjacente indicando a barreira de KI da estrutura. Formato: Numérico com 4 inteiros e 8 decimais, maior que 0.
COE001024;COE001024 - Put KIKO;11;Rebate KI (%);Campo de preenchimento obrigatório. Indica o percentual a ser aplicado sobre o VFE quando detectado que a cotação for maior que a barreira no período de verificação. Formato: Numérico com 4 inteiros e 4 decimais, maior que 0.
COE001024;COE001024 - Put KIKO;12;Barreira KO;Campo de preenchimento obrigatório. Campo percentual aplicado sobre o valor inicial do Ativo Subjacente. Indica a barreira de KO da estrutura. Formato: Numérico com 4 inteiros e 8 decimais, maior que 0.
COE001024;COE001024 - Put KIKO;13;Rebate KO (%);Campo de preenchimento obrigatório. Indica o percentual a ser aplicado sobre o VFE quando detectado que a cotação for menor que a barreira de KO no período de verificação. Formato: Numérico com 4 inteiros e 4 decimais, maior que 0.
COE001024;COE001024 - Put KIKO;14;Período de Verificação de Barreiras;Campo de preenchimento obrigatório. Campo com as opções: Americana e Europeia. Se indicado “Europeia” apenas a “Data para Fixing” pode ser preenchido. Se indicado “Americana” apenas a “Data Inicial para Verificação” e “Data Final para Verificação” podem ser preenchidos.
COE001024;COE001024 - Put KIKO;15;Data Inicial para Verificação;Campo de preenchimento obrigatório, se indicado “Americana”. A partir de D+1 da “Data de Emissão” (ou “Emissão a Termo”) e menor que “Data Final para Verificação” Formato: DD/MM/AAAA.
COE001024;COE001024 - Put KIKO;16;Data Final para Verificação;Campo de preenchimento obrigatório, se indicado “Americana”. Essa data deve ser posterior a indicada no campo “Data Inicial para Verificação”, sendo que o prazo mínimo de dias entre as datas deve ser de 1 dia útil. Formato: DD/MM/AAAA.
COE001024;COE001024 - Put KIKO;17;Tipo de Fixing para Vencimento;Campo de preenchimento obrigatório quando no campo “Período de captura do ativo subjacente para liquidação” for selecionado “Janela de Datas” ou “Mais Datas”. Campo com os domínios: Máxima no Período, Mínima no Período e Média no Período Indica como será formado o fixing para o vencimento do COE. • Máximo no período: O sistema irá verificar a cotação de todas as datas do intervalo da “Data fixing” (inclusive) até a “Data Fixing 2” (inclusive) e utilizará a maior cotação do intervalo como fixing do evento. • Mínimo no período: O sistema irá verificar a cotação de todas as datas do intervalo da “Data fixing” (inclusive) até a “Data Fixing 2” (inclusive) e utilizará a menor cotação do intervalo como fixing do evento. • Média no período: O sistema irá verificar a cotação de todas as datas do intervalo da “Data fixing” (inclusive) até a “Data Fixing 2” (inclusive) e utilizará a média de todas as cotações do intervalo como fixing do evento.
COE001025;COE001025 - Double No Touch;1;Tipo de Cotação para Verificação de Barreiras no Cenário de Baixa;Campo de preenchimento obrigatório. Não preencher se a “Classe do Ativo Subjacente” for igual a “CESTA”. Indicação de qual será a cotação a ser considerada. Campo com as opções: Fechamento, Média, Máximo, Mínimo e Ajuste.
COE001025;COE001025 - Double No Touch;2;Tipo de Cotação para Verificação de Barreiras no Cenário de Alta;Campo de preenchimento obrigatório. Não preencher se a “Classe do Ativo Subjacente” for igual a “CESTA”. Indicação de qual será a cotação a ser considerada. Campo com as opções: Fechamento, Média, Máximo, Mínimo e Ajuste.
COE001025;COE001025 - Double No Touch;3;Barreira superior (%);Campo de preenchimento obrigatório. Indica o percentual a ser aplicado sobre o valor inicial do Ativo Subjacente. Formato: Numérico com 4 inteiros e 4 decimais, maior que 0 e maior que Barreira inferior.
COE001025;COE001025 - Double No Touch;4;Barreira inferior (%);Campo de preenchimento obrigatório. Indica o percentual a ser aplicado sobre o valor inicial do Ativo Subjacente. Formato: Numérico com 4 inteiros e 4 decimais, maior que 0 e menor que Barreira superior.
COE001025;COE001025 - Double No Touch;5;Data Inicial para Verificação;Campo de preenchimento obrigatório. A partir de D+1 da “Data de Emissão” (ou “Emissão a Termo”) e menor que “Data Final para Verificação” Formato: DD/MM/AAAA.
COE001025;COE001025 - Double No Touch;6;Data Final para Verificação;Campo de preenchimento obrigatório. Essa data deve ser posterior a indicada no campo “Data Inicial para Verificação”, sendo que o prazo mínimo de dias entre as datas deve ser de 1 dia útil. Formato: DD/MM/AAAA.
COE001025;COE001025 - Double No Touch;7;Remuneração Adicional;Campo de preenchimento obrigatório. Indica o tipo de remunerador que será utilizado. Campo com as opções: Pré, DI e NO PERÍODO.
COE001025;COE001025 - Double No Touch;8;Remunerador Flutuante Adicional (%);Campo de preenchimento obrigatório, se indicado “DI”. Para o indicador “Pré”, este campo não deverá ser preenchido. Formato: Numérico com 4 inteiros e 4 decimais, maior que 0.
COE001025;COE001025 - Double No Touch;9;Cupom Remunerador Adicional;Campo de preenchimento obrigatório, se indicado “Pré”. Formato: Numérico com 5 inteiros e 4 decimais, incluindo o sinal “- “e“+”. A não indicação do sinal deve ser considerada como “+”
COE001026;COE001026 - One Touch;1;Barreira (%);Campo de preenchimento obrigatório. Indica o percentual a ser aplicado sobre o valor inicial do Ativo Subjacente. Formato: Numérico com 4 inteiros e 8 decimais, maior que 0. Deverá ser preenchido com valor diferente de zero.
COE001026;COE001026 - One Touch;2;Direção barreira;Campo de preenchimento obrigatório. Indica a forma de rompimento da barreira que será atingida. Campo com as opções: Acima e Abaixo,
COE001026;COE001026 - One Touch;3;Data Inicial para Verificação;Campo de preenchimento obrigatório, se indicado “Americana”. A partir de D+1 da “Data de Emissão” (ou “Emissão a Termo”) e menor que “Data Final para Verificação” Formato: DD/MM/AAAA.
COE001026;COE001026 - One Touch;4;Data Final para Verificação;Campo de preenchimento obrigatório, se indicado “Americana”. Essa data deve ser posterior a indicada no campo “Data Inicial para Verificação”, sendo que o prazo mínimo de dias entre as datas deve ser de 1 dia útil. Formato: DD/MM/AAAA.
COE001026;COE001026 - One Touch;5;Remuneração Adicional;Campo de preenchimento obrigatório. Indica o tipo de remunerador que será utilizado. Campo com as opções: Pré, DI e NO PERÍODO.
COE001026;COE001026 - One Touch;6;Remunerador Flutuante Adicional (%);Campo de preenchimento obrigatório, se indicado “DI”. Para o indicador “Pré”, este campo não deverá ser preenchido. Formato: Numérico com 4 inteiros e 4 decimais, maior que 0.
COE001026;COE001026 - One Touch;7;Cupom Remunerador Adicional;Campo de preenchimento obrigatório, se indicado “Pré”. Formato: Numérico com 5 inteiros e 4 decimais, incluindo o sinal “- “ e “+”. A não indicação do sinal deve ser considerada como “+”
COE001026;COE001026 - One Touch;8;Tipo de Cotação para Verificação;Campo de preenchimento obrigatório. Não preencher se a “Classe do Ativo Subjacente” for igual a “CESTA”. Tipo de cotação do ativo subjacente capturado em todas as datas entre a “Data Inicial para verificação” e a “Data Final para verificação”. Campo com as opções: Fechamento, Média, Máximo, Mínimo e Ajuste.
COE001027;COE001027 - Condor;1;Strike 1 (%);Campo de preenchimento obrigatório. Percentual aplicado sobre o Valor Inicial do Ativo Subjacente. Formato: Numérico percentual com 4 inteiros e 8 decimais, maior que 0 e menor que strike 2.
COE001027;COE001027 - Condor;2;Quantidade 1;Campo de preenchimento opcional. Informa a quantidade do ativo subjacente que é utilizado no cálculo de ajuste referente ao Strike 1. Formato: Numérico com 8 inteiros e 8 decimais.
COE001027;COE001027 - Condor;3;Participação cenário de baixa (%);Campo de preenchimento obrigatório. Número indicando percentual a ser aplicado sobre a desvalorização do ativo subjacente. Formato: Numérico com 4 inteiros e 4 decimais, maior que 0.
COE001027;COE001027 - Condor;4;Limitador Cenário de Baixa (%);Campo de preenchimento obrigatório. Número indicando percentual a ser aplicado sobre o valor inicial do ativo subjacente. Formato: Numérico com 4 inteiros e 8 decimais, maior ou igual a 0 e menor que o “Limitador Cenário de Alta”.
COE001027;COE001027 - Condor;5;Strike 2 (%);Campo de preenchimento obrigatório. Formato: Numérico percentual com 4 inteiros e 8 decimais, maior que 0 e maior que strike 1. Percentual aplicado sobre o Valor Inicial do Ativo Subjacente.
COE001027;COE001027 - Condor;6;Quantidade 2;Campo de preenchimento opcional. Informa a quantidade do ativo subjacente que é utilizado no cálculo de ajuste referente ao Strike 2. Formato: Numérico com 8 inteiros e 8 decimais.
COE001027;COE001027 - Condor;7;Participação cenário de alta (%);Campo de preenchimento obrigatório. Número indicando percentual a ser aplicado sobre a valorização do ativo subjacente. Formato: Numérico com 4 inteiros e 4 decimais, maior que 0.
COE001027;COE001027 - Condor;8;Limitador Cenário de Alta (%);Campo de preenchimento obrigatório. Número indicando percentual a ser aplicado sobre o valor inicial do ativo subjacente. Formato: Numérico com 4 inteiros e 8 decimais, maior que 0 e maior que o “Limitador Cenário de Baixa”.
COE001027;COE001027 - Condor;9;Período de captura do ativo subjacente para liquidação;Campo de preenchimento obrigatório. Campo com as opções: Data Única, Janela de Datas e Mais Datas. Indica como será formado o fixing no vencimento. Caso o ativo subjacente seja uma Cesta, não é permitido selecionar a opção “Janela de Datas” Se indicado Janela de Datas ou Mais Datas, será obrigatório o preenchimento do campo “Tipo de Fixing para Vencimento”. Caso seja indicado “Mais Datas” as datas serão indicadas na seção “Mais Datas”.
